repo_name,tag_name,architecture,os,size_in_MB,repo_star_count,repo_pull_count,last_updater_username,last_updated,days_since_update
docker-sys-mgmt-agent-go-arm64,1.2.0,arm64,linux,85.16,0,2893,edgexci,2020-05-14T18:47:45.180996Z,69
docker-sys-mgmt-agent-go-arm64,1.1.0,arm64,linux,84.16,0,2893,mightynerderic,2019-11-19T02:36:52.019323Z,246
docker-sys-mgmt-agent-go-arm64,1.0.1,arm64,linux,87.06,0,2893,mightynerderic,2019-07-26T14:22:02.951083Z,362
docker-sys-mgmt-agent-go-arm64,1.0.0,arm64,linux,4.34,0,2893,mightynerderic,2019-06-27T14:40:17.781516Z,391
docker-device-rest-go,1.1.1,amd64,linux,9.44,0,1113,edgexci,2020-06-15T20:24:40.211902Z,37
docker-device-rest-go,1.1.0,amd64,linux,9.45,0,1113,edgexci,2020-05-13T22:00:53.854509Z,70
docker-device-rest-go,1.0.0,amd64,linux,10.6,0,1113,bthuree,2020-02-21T02:39:22.876143Z,152
docker-device-virtual-go-arm64,1.2.2,arm64,linux,9.37,0,1064,edgexci,2020-07-09T00:39:38.013742Z,13
docker-device-virtual-go-arm64,1.2.1,arm64,linux,9.37,0,1064,edgexci,2020-06-15T20:25:00.212141Z,37
docker-device-virtual-go-arm64,1.2.0,arm64,linux,9.38,0,1064,edgexci,2020-05-13T22:01:10.937514Z,70
docker-device-virtual-go-arm64,1.1.1,arm64,linux,8.05,0,1064,edgexci,2019-12-18T18:53:48.942221Z,217
docker-device-virtual-go-arm64,1.1.0,arm64,linux,7.92,0,1064,mightynerderic,2019-11-18T21:53:50.98312Z,247
docker-device-virtual-go-arm64,1.0.0,arm64,linux,7.92,0,1064,mightynerderic,2019-06-27T14:54:44.716676Z,391
docker-edgex-mongo-seed,latest,amd64,linux,125.83,1,1024,jpwhitetx,2017-05-27T04:40:57.067075Z,1152
docker-edgex-mongo-seed,rc,amd64,linux,125.83,1,1024,jpwhitetx,2017-05-27T04:40:58.136549Z,1152
docker-edgex-consul-arm64,1.2.0,arm64,linux,49.85,0,817,edgexci,2020-05-14T13:44:56.227859Z,69
docker-edgex-consul-arm64,1.1.0,arm64,linux,38.84,0,817,mightynerderic,2019-11-18T22:04:20.498152Z,247
docker-app-service-configurable-arm64,1.2.0,arm64,linux,11.91,0,693,edgexci,2020-06-15T20:24:48.730577Z,37
docker-app-service-configurable-arm64,1.1.0,arm64,linux,11.94,0,693,edgexci,2020-05-14T13:41:06.763885Z,69
docker-app-service-configurable-arm64,1.0.0,arm64,linux,12.57,0,693,mightynerderic,2019-11-18T20:53:58.68185Z,247
docker-device-modbus,latest,amd64,linux,103.34,1,675,edgexci,2017-12-04T19:51:07.748898Z,961
docker-device-modbus,0.5.0,amd64,linux,103.99,1,675,edgexci,2018-11-16T02:51:34.550692Z,614
docker-device-modbus,0.6.0,amd64,linux,103.95,1,675,edgexci,2018-07-01T00:36:08.902205Z,752
docker-device-modbus,0.2.1,amd64,linux,103.34,1,675,edgexci,2017-12-04T16:22:41.487989Z,961
docker-device-modbus,0.2,amd64,linux,103.34,1,675,edgexci,2017-10-21T16:23:22.161942Z,1005
docker-device-modbus,rc,amd64,linux,103.81,1,675,tylercox,2017-09-14T14:49:18.597824Z,1042
docker-device-random-go-arm64,1.2.1,arm64,linux,7.7,0,563,edgexci,2020-06-15T20:24:51.684145Z,37
docker-device-random-go-arm64,1.2.0,arm64,linux,7.72,0,563,edgexci,2020-05-13T22:01:13.018417Z,70
docker-device-random-go-arm64,1.1.1,arm64,linux,6.58,0,563,edgexci,2019-12-18T18:51:54.305562Z,217
docker-device-random-go-arm64,1.1.0,arm64,linux,6.45,0,563,mightynerderic,2019-11-18T21:49:14.281856Z,247
docker-device-random-go-arm64,1.0.0,arm64,linux,6.45,0,563,mightynerderic,2019-06-27T14:55:10.766679Z,391
docker-device-random-go-arm64,0.7.1,arm64,linux,4.17,0,563,edgexci,2018-12-10T21:28:27.096213Z,590
docker-edgex-secrets-setup-go,1.2.1,amd64,linux,12.28,0,535,edgexci,2020-06-15T20:27:30.855574Z,37
docker-edgex-secrets-setup-go,1.2.0,amd64,linux,12.33,0,535,edgexci,2020-05-14T18:47:57.786952Z,69
docker-device-bluetooth,latest,amd64,linux,173.43,1,479,edgexci,2017-12-04T19:52:28.497711Z,961
docker-device-bluetooth,0.5.0,amd64,linux,176.97,1,479,edgexci,2018-11-16T02:48:41.256179Z,614
docker-device-bluetooth,0.6.0,amd64,linux,176.62,1,479,edgexci,2018-07-01T00:28:29.280469Z,752
docker-device-bluetooth,0.2.1,amd64,linux,173.43,1,479,edgexci,2017-12-04T16:47:22.50757Z,961
docker-device-bluetooth,0.2,amd64,linux,174.15,1,479,edgexci,2017-10-21T16:24:37.514818Z,1005
docker-device-bluetooth,rc,amd64,linux,175.96,1,479,tylercox,2017-09-14T14:49:02.525188Z,1042
docker-device-mqtt,latest,amd64,linux,103.11,0,456,edgexci,2017-12-04T19:52:43.777709Z,961
docker-device-mqtt,0.5.0,amd64,linux,103.76,0,456,edgexci,2018-11-16T02:53:42.315469Z,614
docker-device-mqtt,0.6.0,amd64,linux,103.72,0,456,edgexci,2018-07-01T00:36:56.017482Z,752
docker-device-mqtt,0.2.1,amd64,linux,103.11,0,456,edgexci,2017-12-04T16:51:52.144909Z,961
docker-device-mqtt,0.2,amd64,linux,103.11,0,456,edgexci,2017-10-21T16:33:45.414701Z,1005
docker-device-mqtt,rc,amd64,linux,103.6,0,456,tylercox,2017-09-14T14:49:32.898117Z,1042
docker-device-grove-c-arm64,1.2.0,arm64,linux,7.2,0,443,edgexci,2020-07-13T19:18:42.762013Z,9
docker-device-grove-c-arm64,1.1.0,arm64,linux,7.08,0,443,mightynerderic,2019-11-18T20:59:03.476312Z,247
docker-device-grove-c-arm64,1.0.1,arm64,linux,7.05,0,443,mightynerderic,2019-06-27T16:56:37.121729Z,391
docker-device-grove-c-arm64,1.0.0,arm64,linux,12.65,0,443,mightynerderic,2019-06-27T14:55:18.153415Z,391
docker-device-snmp-go,1.2.1,amd64,linux,8.24,0,377,edgexci,2020-06-15T20:24:37.782919Z,37
docker-device-snmp-go,1.2.0,amd64,linux,8.26,0,377,edgexci,2020-05-13T22:00:51.818081Z,70
docker-device-snmp-go,1.1.1,amd64,linux,7.17,0,377,edgexci,2019-12-18T18:52:30.373563Z,217
docker-device-snmp-go,1.1.0,amd64,linux,7.03,0,377,mightynerderic,2019-11-18T21:50:10.839893Z,247
docker-device-snmp-go,1.0.0,amd64,linux,7.02,0,377,mightynerderic,2019-06-27T16:57:00.271527Z,391
docker-device-modbus-go-arm64,1.2.1,arm64,linux,5.19,0,367,edgexci,2020-06-15T20:24:45.819352Z,37
docker-device-modbus-go-arm64,1.2.0,arm64,linux,5.19,0,367,edgexci,2020-05-13T22:01:08.002349Z,70
docker-device-modbus-go-arm64,1.1.1,arm64,linux,6.65,0,367,edgexci,2019-12-18T18:50:08.883016Z,217
docker-device-modbus-go-arm64,1.1.0,arm64,linux,6.52,0,367,mightynerderic,2019-11-18T21:49:51.803796Z,247
docker-device-modbus-go-arm64,1.0.0,arm64,linux,6.51,0,367,mightynerderic,2019-06-27T15:01:03.839807Z,391
docker-device-modbus-go-arm64,0.7.1,arm64,linux,4.23,0,367,edgexci,2018-12-10T21:11:42.563807Z,590
docker-device-mqtt-go-arm64,1.2.1,arm64,linux,9.32,0,342,edgexci,2020-06-15T20:24:53.234736Z,37
docker-device-mqtt-go-arm64,1.2.0,arm64,linux,9.33,0,342,edgexci,2020-05-13T22:01:15.807488Z,70
docker-device-mqtt-go-arm64,1.1.1,arm64,linux,7.01,0,342,edgexci,2019-12-18T18:51:06.135626Z,217
docker-device-mqtt-go-arm64,1.1.0,arm64,linux,6.89,0,342,mightynerderic,2019-11-18T21:49:24.115522Z,247
docker-device-mqtt-go-arm64,1.0.0,arm64,linux,6.88,0,342,mightynerderic,2019-06-27T15:00:21.707008Z,391
docker-device-mqtt-go-arm64,0.7.1,arm64,linux,4.36,0,342,edgexci,2018-12-10T21:13:21.571641Z,590
docker-edgex-security-secretstore-setup-go-arm64,1.2.1,arm64,linux,15.73,0,283,edgexci,2020-06-15T20:28:45.979092Z,37
docker-edgex-security-secretstore-setup-go-arm64,1.2.0,arm64,linux,15.73,0,283,edgexci,2020-05-14T18:48:56.934851Z,69
docker-edgex-security-secretstore-setup-go-arm64,1.1.0,arm64,linux,9.27,0,283,mightynerderic,2019-11-18T22:20:30.121808Z,247
docker-edgex-security-proxy-setup-go-arm64,1.2.1,arm64,linux,7.61,0,280,edgexci,2020-06-15T20:28:21.627524Z,37
docker-edgex-security-proxy-setup-go-arm64,1.2.0,arm64,linux,7.64,0,280,edgexci,2020-05-14T18:48:26.904671Z,69
docker-edgex-security-proxy-setup-go-arm64,1.1.0,arm64,linux,9.22,0,280,mightynerderic,2019-11-18T22:06:26.743264Z,247
docker-device-bacnet,latest,amd64,linux,186.32,0,255,edgexci,2017-12-04T19:54:16.547659Z,961
docker-device-bacnet,0.5.0,amd64,linux,191.49,0,255,edgexci,2018-11-16T02:45:14.400301Z,614
docker-device-bacnet,0.6.0,amd64,linux,190.3,0,255,edgexci,2018-07-01T00:31:17.395866Z,752
docker-device-bacnet,0.2.1,amd64,linux,186.32,0,255,edgexci,2017-12-04T17:11:31.031865Z,961
docker-device-bacnet,0.2,amd64,linux,187.07,0,255,edgexci,2017-10-21T16:18:37.017411Z,1005
docker-device-bacnet,rc,amd64,linux,190.05,0,255,tylercox,2017-09-14T14:48:37.482476Z,1042
docker-edgex-secrets-setup-go-arm64,1.2.1,arm64,linux,11.6,0,249,edgexci,2020-06-15T20:27:43.03875Z,37
docker-edgex-secrets-setup-go-arm64,1.2.0,arm64,linux,11.65,0,249,edgexci,2020-05-14T18:48:09.5309Z,69
docker-device-rest-go-arm64,1.1.1,arm64,linux,8.9,0,240,edgexci,2020-06-15T20:24:56.145586Z,37
docker-device-rest-go-arm64,1.1.0,arm64,linux,8.91,0,240,edgexci,2020-05-13T22:01:08.049443Z,70
docker-device-rest-go-arm64,1.0.0,arm64,linux,10.03,0,240,bthuree,2020-02-21T02:53:09.865674Z,152
docker-device-snmp,latest,amd64,linux,103.37,0,230,edgexci,2017-12-04T19:52:10.886056Z,961
docker-device-snmp,0.6.0,amd64,linux,103.98,0,230,edgexci,2018-07-01T00:29:19.996506Z,752
docker-device-snmp,0.2.1,amd64,linux,103.37,0,230,edgexci,2017-12-04T16:41:08.67371Z,961
docker-device-snmp,0.2,amd64,linux,103.36,0,230,edgexci,2017-10-21T16:30:14.742372Z,1005
docker-device-snmp,rc,amd64,linux,103.84,0,230,tylercox,2017-09-14T14:49:40.08196Z,1042
docker-edgex-vault-worker-go-arm64,1.0.0,arm64,linux,7.25,1,126,mightynerderic,2019-06-27T14:58:28.384371Z,391
docker-edgex-vault-worker-go-arm64,0.2.0,arm64,linux,4.77,1,126,edgexci,2018-11-16T03:01:49.635412Z,614
docker-edgex-proxy-go-arm64,1.0.0,arm64,linux,7.22,1,124,mightynerderic,2019-06-27T14:58:49.038788Z,391
docker-edgex-proxy-go-arm64,0.2.0,arm64,linux,4.32,1,124,edgexci,2018-11-16T02:59:09.77638Z,614
docker-edgex-proxy-go-arm64,0.1.1,arm64,linux,4.0,1,124,edgexci,2018-09-26T16:09:57.399189Z,665
docker-edgex-vault-arm64,1.0.0,arm64,linux,36.91,1,123,mightynerderic,2019-06-27T14:58:07.505235Z,391
docker-edgex-vault-arm64,0.2.0,arm64,linux,23.07,1,123,edgexci,2018-11-16T03:00:57.331789Z,614
docker-device-fischertechnik,latest,amd64,linux,102.81,0,118,edgexci,2017-12-04T19:55:07.913789Z,961
docker-device-fischertechnik,0.6.0,amd64,linux,103.42,0,118,edgexci,2018-07-01T00:34:06.392862Z,752
docker-device-fischertechnik,0.2.1,amd64,linux,102.81,0,118,edgexci,2017-12-04T17:22:30.445162Z,961
docker-device-fischertechnik,0.2,amd64,linux,102.81,0,118,edgexci,2017-10-21T16:22:23.076999Z,1005
docker-device-fischertechnik,rc,amd64,linux,103.28,0,118,tylercox,2017-09-14T14:49:10.457383Z,1042
docker-edgex-security-vault,0.1.1,amd64,linux,23.48,1,110,edgexci,2018-09-26T16:40:12.345066Z,665
docker-edgex-security-vault,0.1.0,amd64,linux,23.48,1,110,edgexci,2018-07-01T00:37:08.728089Z,752
docker-device-mqtt-arm64,0.5.0,arm64,linux,102.41,1,106,edgexci,2018-11-16T02:54:57.600315Z,614
docker-edgex-security-vault-worker,0.1.1,amd64,linux,7.98,1,90,edgexci,2018-09-26T16:30:29.318955Z,665
docker-edgex-security-vault-worker,0.1.0,amd64,linux,7.66,1,90,edgexci,2018-07-01T00:37:19.364173Z,752
docker-edgex-secret-store-go-arm64,1.1.0,arm64,linux,47.33,0,66,mightynerderic,2019-11-18T22:07:36.531679Z,247
docker-device-camera-go,1.1.1,amd64,linux,8.47,0,65,edgexci,2020-06-15T20:24:32.877705Z,37
docker-device-camera-go,1.1.0,amd64,linux,8.49,0,65,edgexci,2020-05-14T13:43:20.406216Z,69
docker-device-camera-go,1.0.0,amd64,linux,10.92,0,65,mightynerderic,2019-11-19T17:31:10.433144Z,246
docker-device-bluetooth-arm64,0.5.0,arm64,linux,167.52,0,60,edgexci,2018-11-16T02:50:22.260342Z,614
docker-edgex-ui-clojure,1.1.0,amd64,linux,5.84,0,51,mightynerderic,2019-11-20T01:04:49.882287Z,245
docker-device-bacnet-arm64,0.5.0,arm64,linux,181.87,0,50,edgexci,2018-11-16T02:47:08.132363Z,614
docker-device-snmp-go-arm64,1.2.1,arm64,linux,7.8,0,46,edgexci,2020-06-15T20:24:52.900684Z,37
docker-device-snmp-go-arm64,1.2.0,arm64,linux,7.81,0,46,edgexci,2020-05-13T22:01:05.928222Z,70
docker-device-snmp-go-arm64,1.1.1,arm64,linux,6.67,0,46,edgexci,2019-12-18T18:53:00.695041Z,217
docker-device-snmp-go-arm64,1.1.0,arm64,linux,6.54,0,46,mightynerderic,2019-11-18T21:53:32.459236Z,247
docker-device-snmp-go-arm64,1.0.0,arm64,linux,6.54,0,46,mightynerderic,2019-06-27T16:57:28.690013Z,391
docker-device-modbus-arm64,0.5.0,arm64,linux,102.64,1,27,edgexci,2018-11-16T02:52:36.484081Z,614
docker-device-camera-go-arm64,1.1.1,arm64,linux,8.01,0,24,edgexci,2020-06-15T20:24:49.007978Z,37
docker-device-camera-go-arm64,1.1.0,arm64,linux,8.03,0,24,edgexci,2020-05-14T13:43:41.102913Z,69
docker-device-camera-go-arm64,1.0.0,arm64,linux,10.35,0,24,mightynerderic,2019-11-19T17:31:43.470369Z,246
edgex-ui-clojure,1.0.0,amd64,linux,5.77,0,21,edgexci,2019-07-02T20:49:21.798214Z,386
docker-device-bacnet-c,1.1.0,amd64,linux,7.23,0,21,mightynerderic,2020-01-07T22:37:54.683224Z,197
docker-device-bacnet-c,1.0.0,amd64,linux,7.32,0,21,mightynerderic,2020-01-07T22:33:55.384061Z,197
docker-edgex-ui-clojure-arm64,1.1.0,arm64,linux,5.54,0,13,mightynerderic,2019-11-20T01:05:16.905318Z,245
docker-device-bacnet-c-arm64,1.1.0,arm64,linux,7.1,0,9,mightynerderic,2020-01-07T22:47:55.073938Z,197
docker-device-bacnet-c-arm64,1.0.0,arm64,linux,7.18,0,9,mightynerderic,2020-01-07T22:34:52.661269Z,197
